"","Target","KNN","Lasso","SVM"
"346",0,0.2,0.0213088038527343,0.198809380777722
"347",1,1,0.992281085193251,0.940327666844571
"348",1,1,0.955082372672294,0.926575654886524
"349",0,0,0.17109534530774,0.185646324667521
"350",1,1,0.995183279442964,0.922219694914408
"351",1,1,0.998990581930607,0.884895313145951
"352",1,1,0.791355236636765,0.739167204369271
"353",0,0,0.00229437423141647,-0.0118272801247867
"354",0,0,0.0172127688461998,0.185968917678768
"355",0,0,0.0169965560610864,0.0987475127556126
"356",1,1,0.993982592096124,1.05525070838894
"357",1,0.6,0.990770085961887,1.02303682641771
"358",0,1,0.0704911198720515,0.229327681138774
"359",0,0,0.178939689937174,0.253430489628575
"360",1,1,0.992554748543587,0.850017924652296
"361",1,1,0.996461114509609,0.739211261302832
"362",1,0.8,0.9684354831053,0.986190279082867
"363",1,1,0.998645093629935,0.874706035998888
"364",1,0.6,0.997157797268377,0.966461768981735
"365",1,0.333333333333333,0.994571262102615,0.847796083912375
"366",0,0,0.0013750532173226,0.205057630214246
"367",1,1,0.994228659078193,0.985950423982392
"368",1,0.666666666666667,0.931319143118014,0.937317173246048
"369",0,0,0.022337304494392,0.116000532164411
"370",0,0,0.00923021936854456,0.14530940943185
"371",0,0,0.00123706351305756,0.155352885942183
"372",0,0.666666666666667,0.0694728555832044,0.253780466482856
"373",0,0.4,0.0237867513506415,0.242858066237649
"374",1,1,0.999174445635816,0.867379391074526
"375",1,1,0.999650758232448,0.796897995022424
"376",0,0.6,0.136167694095051,0.237585505936839
"377",1,0.833333333333333,0.996788698121091,0.914323720818719
"378",1,1,0.980220801252471,0.785088952618186
"379",1,0.166666666666667,0.991435162611457,0.822664879435384
"380",1,1,0.989469933761175,0.889071924828717
"381",1,1,0.982251667944414,0.809515509137644
"382",1,0.714285714285714,0.999680736276051,0.964077097326101
"383",1,0.4,0.983734304917852,0.916479507285364
"384",1,0.666666666666667,0.976457282448234,0.893916152760672
"385",1,0.666666666666667,0.356247567823971,0.790796016043548
"386",1,0.857142857142857,0.973583516144009,0.903079271621114
"387",1,1,0.978712688986072,0.801648014501287
"388",0,0.4,0.142156367588899,0.37787322655861
"389",0,0,0.0979346038110651,0.222259435867746
"390",1,1,0.997251902769679,0.732040697878948
"391",1,0.571428571428571,0.998088885338636,0.938874629843146
"392",1,0.8,0.999654773312873,0.957042771120645
"393",1,1,0.998517618821417,0.843895213734275
"394",1,1,0.99647182474879,0.800244287103884
"395",1,0.2,0.990522137188338,0.73752062502894
"396",1,0.571428571428571,0.980756436945776,0.787988597604486
"397",0,0.6,0.0182928984239736,0.135458583400696
"398",1,1,0.993983508695658,0.888722144741924
"399",1,1,0.984495491760267,0.851678345394821
"400",1,1,0.993777419239979,1.03445488484525
"401",1,1,0.980337909520943,0.882460425403953
"402",1,0.6,0.999201289700933,0.848603997553956
"403",1,0.8,0.992842908626577,0.900312432207348
"404",0,0.166666666666667,0.00344208206290919,0.0605220432170528
"405",0,0,0.0211290794920691,0.18930769510411
"406",1,1,0.986509111173017,0.950525379779752
"407",1,1,0.871800503820013,0.827053181869592
"408",1,0.8,0.993074440216893,0.867840993056579
"409",1,1,0.997967157537256,1.11146100627359
"410",0,0,0.076821852469997,0.27380847153194
"411",1,1,0.998102711614946,0.908251402399334
"412",1,1,0.975624013185528,0.846480592103465
"413",1,1,0.837164914500066,0.842643625938028
"414",1,1,0.928361938196442,0.675149264486042
"415",1,0.333333333333333,0.826702339077826,0.855855529758078
"416",1,0.285714285714286,0.959930402888782,0.806427492183109
"417",0,0,0.0154721704197774,0.123071173639933
"418",1,0.5,0.984291355830016,0.834487608002779
"419",1,1,0.997046166108,0.995203184845839
"420",1,1,0.915408478131106,0.854958836069419
"421",0,0,0.103170270317729,0.257257085126175
"422",0,0,0.0312370857329219,0.0783582626516806
"423",0,0.2,0.000570370897924137,0.0104428670330678
"424",0,0,0.278252335326245,0.126816892549617
"425",0,0.2,0.275955239501985,0.557132252740961
"426",1,0.2,0.0148034938504017,0.151290513432476
"427",1,1,0.996029930916666,0.811524558304119
"428",1,1,0.98978206531816,0.950674594460399
"429",0,0.5,0.0520672865754759,0.193233874891125
"430",0,0.5,0.19885763729906,0.436007340167383
"431",0,0,0.0128498600850278,0.203000628492693
"432",0,0,0.0297392753533002,0.186419761286705
"433",1,1,0.999070600963602,0.953244413647885
"434",1,0.8,0.0313968043794016,0.0694310997679723
"435",1,1,0.981638844839446,0.855833241159179
"436",1,1,0.988763329855388,0.78455349118757
"437",1,1,0.999220305355749,0.99553388425628
"438",0,0,0.035959313603861,0.0475727333633005
"439",0,0,0.137723357633115,0.300892054322877
"440",1,0.8,0.99737785218597,0.926580837951126
"441",1,1,0.936119914885187,0.909649209631273
"442",0,0,0.0284397841965471,0.297449999762525
"443",1,1,0.975874188066032,0.904309652710698
"444",0,0,0.0334535745470785,0.210785127539713
"445",0,0.2,0.0716541559114545,0.135961678847356
"446",0,0,0.0677527284153423,0.19226558384111
"447",0,0,0.290321118236636,0.365959151996582
"448",0,0,0.0447131392590115,0.104092271925016
"449",1,0.2,0.671361685371938,0.725505401095835
"450",1,1,0.943127432547724,0.801734355594964
"451",0,0,0.0276481515979847,0.135848191626654
"452",0,0.333333333333333,0.197306836398765,0.325549296994926
"453",0,0,0.0236387606822513,0.0977871735741944
"454",0,0.4,0.835832114361401,0.216192677569386
"455",0,0,0.0416348520266758,0.265446480436911
"456",1,0.571428571428571,0.776338424011491,0.737181779444289
"457",1,1,0.99756058397686,0.841251880769808
"458",1,0.666666666666667,0.992954396846876,0.856796599768804
"459",1,1,0.990818390196621,0.93173582959371
"460",0,0.2,0.00804491817773646,0.217587378821027
"461",1,0.2,0.25576049388002,0.618203889125671
"462",1,1,0.994341419469405,0.964271691662195
"463",1,0.8,0.990276321816259,0.803583388966605
"464",1,1,0.99247015466969,1.01061464671122
"465",1,0.5,0.955742976178251,0.838528055012351
"466",1,1,0.824551974468904,0.574806872480143
"467",0,0.714285714285714,0.0555927176943746,0.250402681647647
"468",1,0.166666666666667,0.884377442461239,0.530457061928648
"469",0,0,0.0763898035266452,0.216517449087111
"470",0,0,0.178331359028657,0.233823287512995
"471",1,0.428571428571429,0.98909617610098,0.919858572765951
"472",1,1,0.997766937569118,0.814710045546239
"473",0,0.4,0.056539132559219,0.229003482294876
"474",1,0,0.506948220602123,0.536896622036513
"475",0,0.571428571428571,0.799177882568931,0.306726601498345
"476",1,1,0.938505788473029,0.807890637959425
"477",0,0.2,0.00305172909176962,0.0212642176047462
"478",1,1,0.987249514153635,0.889757080893539
"479",1,0.285714285714286,0.922602243192324,0.86784817305452
"480",1,1,0.991087222872821,0.912270578846155
"481",0,0,0.00535787477300424,0.164393792563922
"482",0,0,0.0420611300182763,0.0697372046713634
"483",1,0.8,0.994365435223118,0.828609243386844
"484",1,0.142857142857143,0.661754600976841,0.773007367947465
"485",1,0.571428571428571,0.902611145809796,0.83425710302425
"486",1,1,0.8630437501126,0.766246577042417
"487",1,0.6,0.940524425090725,0.841147547864218
"488",1,1,0.989255639901428,0.960453761552437
"489",1,1,0.93101215562507,0.864709269974079
"490",1,0.333333333333333,0.562400435952397,0.671659280439152
"491",1,1,0.984656388108566,0.840014765263057
"492",1,0.2,0.890919463501167,0.835484594611338
"493",1,1,0.99674540136268,0.949257831027276
"494",0,0,0.000392192722576201,0.0559009788590368
"495",1,1,0.991051412672013,0.883262735245759
"496",0,0,0.00614068458618398,-0.0213735553024526
"497",0,0,0.0979704772636908,0.0938835713644517
"498",0,0,0.0032429819787772,0.0586495486409797
"499",1,1,0.971751965177081,0.843495783241488
"500",1,1,0.957881672110093,0.902253924045717
"501",1,1,0.978728175526263,0.744293593430037
"502",1,1,0.902451225644024,0.756276162803382
"503",0,0,0.00678977545380404,0.0776671040012582
"504",0,0.571428571428571,0.00271298180521646,0.0873361424566861
"505",1,1,0.914049777854354,0.759406125547437
"506",0,0,0.0385739945531989,0.192237215976442
"507",0,0.2,0.00165042081647366,0.00364647065894363
"508",0,0,0.00207383941393031,0.0502693713994598
"509",0,0,0.0070237468870081,-0.0355929823508268
"510",0,0,0.0374337625977431,0.0503247949579384
"511",1,1,0.97207882815909,0.863596638379286
"512",1,1,0.745342319894922,0.730928921691921
"513",1,1,0.989789583152969,0.890103380854364
"514",0,0,0.0216126365161605,0.258917394720791
"515",1,1,0.974490250688727,0.861894372737035
"516",1,0.4,0.989623748456461,1.04662603934299
"517",0,0,0.0021525131933717,0.0610498095037224
"518",1,0.6,0.976067025730039,0.811369248911952
"519",0,0,0.0545126736755274,0.0444881699881501
"520",0,0,0.0494293871248019,0.144416187079437
"521",1,1,0.998263567190392,1.01858569070848
"522",0,0,0.00794371218241458,0.155652985258123
"523",1,1,0.986412629893954,0.701957535925382
"524",1,1,0.991079526002567,0.838741958164101
"525",0,0,0.0101515848863511,0.178165017287037
"526",1,1,0.873317573115954,0.997814230713041
"527",1,1,0.972498572131966,0.82403364972246
"528",1,1,0.993681905985465,0.96052542207847
"529",1,1,0.968949658105791,0.749634542527567
"530",0,0,0.0755272149369035,0.161223905202555
"531",1,1,0.997524955361627,0.884292036739716
"532",1,0.166666666666667,0.976721274947083,0.893991725716043
"533",1,1,0.999402282521434,0.862967257805004
"534",0,0.5,0.0396161349439073,0.203001153115005
"535",1,0.4,0.996880159529089,1.14563482848971
"536",1,1,0.867657057651412,0.714327565566188
"537",0,0.2,0.00371945015266634,0.0127798488458462
"538",0,0.5,0.00541369663547994,0.0465610768708382
"539",1,1,0.991942084113913,0.632636674013932
"540",0,0.6,0.000815280728823328,0.023317558507622
"541",0,0.4,0.0100061503118877,0.164080975483935
"542",1,0.166666666666667,0.930911064773453,0.790339131399556
"543",0,0,0.00439518725067298,0.00670737347147909
"544",1,1,0.99899604814231,0.968312287357358
"545",1,0.333333333333333,0.98404141851255,0.963803512102211
"546",0,0,0.225291527334622,0.270285165281771
"547",1,1,0.871101466744217,0.855784989792604
"548",0,0,0.139808544089756,0.309951918582478
"549",0,0,0.0108240012235846,0.0478623120351722
"550",0,0,0.0289983653946704,0.236660737919558
"551",1,0,0.992465463872981,1.03987047422746
"552",1,0.4,0.988611495478214,0.866809221947514
"553",1,0.6,0.982958256102389,0.761705921251669
"554",1,0.6,0.995531134416961,1.01364627495438
"555",1,0.571428571428571,0.97116523088647,0.895886813436712
"556",0,0,0.0300577780272152,0.235444018819785
"557",0,0,0.0736898770663217,0.141025523619029
"558",1,1,0.97021019304409,0.916868793965713
"559",0,0,0.0121731351184967,0.0709310169623416
"560",0,0,0.00532717244322893,0.14847626567633
"561",0,0,0.00307531364960347,-0.0230333908458453
"562",1,1,0.925059655635167,0.740309768041166
"563",0,0,0.00244733197679876,0.149201394964742
"564",1,0.666666666666667,0.825524544573169,0.770457411150013
"565",0,0,0.0075639029461579,0.0959057608787726
